seed,diff_likelihood,diff_standard,homosexual,m_inpool,f_inpool,m_outpool,f_outpool,m_exp_all,f_exp_all,m_exp_ip,f_exp_ip,m_partner_all,f_partner_all,m_partner_ip,f_partner_ip,lt_likelihood
-1434371810,1,0,0,42,49,108,101,0.98,0.98,3.5,3,0.54,0.54,1.9285714285714286,1.653061224489796,4
-311076895,1,0,0,42,36,108,114,0.7733333333333333,0.7733333333333333,2.761904761904762,3.2222222222222223,0.4066666666666667,0.4066666666666667,1.4523809523809523,1.6944444444444444,4
1831701884,1,0,0,43,44,107,106,0.7,0.7,2.441860465116279,2.3863636363636362,0.5133333333333333,0.5133333333333333,1.7906976744186047,1.75,4
-1162486048,1,0,0,62,57,88,93,1.0866666666666667,1.0866666666666667,2.629032258064516,2.8596491228070176,0.7466666666666667,0.7466666666666667,1.8064516129032258,1.9649122807017543,4
-483434587,1,0,0,55,49,95,101,0.8466666666666667,0.8466666666666667,2.309090909090909,2.5918367346938775,0.5733333333333334,0.5733333333333334,1.5636363636363637,1.7551020408163265,4
495620442,1,0,0,70,51,80,99,1.3,1.3,2.7857142857142856,3.823529411764706,0.8533333333333334,0.8533333333333334,1.8285714285714285,2.5098039215686274,4
1029769887,1,0,0,46,46,104,104,0.86,0.86,2.8043478260869565,2.8043478260869565,0.54,0.54,1.7608695652173914,1.7608695652173914,4
1413314763,1,0,0,53,64,97,86,1.5266666666666666,1.5266666666666666,4.320754716981132,3.578125,0.82,0.82,2.3207547169811322,1.921875,4
-139978390,1,0,0,54,54,96,96,1.1066666666666667,1.1066666666666667,3.074074074074074,3.074074074074074,0.7066666666666667,0.7066666666666667,1.962962962962963,1.962962962962963,4
1029947555,1,0,0,60,56,90,94,1.42,1.42,3.55,3.8035714285714284,0.8333333333333334,0.8333333333333334,2.0833333333333335,2.232142857142857,4
1023422478,1,0,0,43,46,107,104,0.6466666666666666,0.6466666666666666,2.255813953488372,2.108695652173913,0.46,0.46,1.6046511627906976,1.5,4
1091097191,1,0,0,56,59,94,91,1.16,1.16,3.107142857142857,2.9491525423728815,0.7466666666666667,0.7466666666666667,2,1.8983050847457628,4
-1191576335,1,0,0,51,52,99,98,0.98,0.98,2.8823529411764706,2.826923076923077,0.6933333333333334,0.6933333333333334,2.0392156862745097,2,4
269591463,1,0,0,64,58,86,92,1.06,1.06,2.484375,2.7413793103448274,0.7733333333333333,0.7733333333333333,1.8125,2,4
1377977156,1,0,0,43,48,107,102,0.7133333333333334,0.7133333333333334,2.488372093023256,2.2291666666666665,0.5733333333333334,0.5733333333333334,2,1.7916666666666667,4
-1956584280,1,0,0,59,62,91,88,1.3533333333333333,1.3533333333333333,3.440677966101695,3.274193548387097,0.7866666666666666,0.7866666666666666,2,1.903225806451613,4
-821056446,1,0,0,66,62,84,88,1.1866666666666668,1.1866666666666668,2.696969696969697,2.870967741935484,0.7666666666666667,0.7666666666666667,1.7424242424242424,1.8548387096774193,4
-1441535423,1,0,0,58,55,92,95,0.9733333333333334,0.9733333333333334,2.5172413793103448,2.6545454545454548,0.6866666666666666,0.6866666666666666,1.7758620689655173,1.8727272727272728,4
-1725240390,1,0,0,51,61,99,89,1.08,1.08,3.176470588235294,2.6557377049180326,0.7,0.7,2.0588235294117645,1.721311475409836,4
-940398972,1,0,0,56,57,94,93,1.0866666666666667,1.0866666666666667,2.9107142857142856,2.8596491228070176,0.7466666666666667,0.7466666666666667,2,1.9649122807017543,4
1339990142,1,0,0,39,44,111,106,0.7066666666666667,0.7066666666666667,2.717948717948718,2.409090909090909,0.43333333333333335,0.43333333333333335,1.6666666666666667,1.4772727272727273,4
1761449471,1,0,0,53,54,97,96,1.1133333333333333,1.1133333333333333,3.150943396226415,3.0925925925925926,0.72,0.72,2.0377358490566038,2,4
-36491404,1,0,0,52,52,98,98,1.0333333333333334,1.0333333333333334,2.980769230769231,2.980769230769231,0.6733333333333333,0.6733333333333333,1.9423076923076923,1.9423076923076923,4
-1233868402,1,0,0,61,62,89,88,1.1666666666666667,1.1666666666666667,2.8688524590163933,2.8225806451612905,0.84,0.84,2.0655737704918034,2.032258064516129,4
-1036765604,1,0,0,47,51,103,99,1.0733333333333333,1.0733333333333333,3.425531914893617,3.156862745098039,0.62,0.62,1.9787234042553192,1.8235294117647058,4
2054021711,1,0,0,49,51,101,99,1.0266666666666666,1.0266666666666666,3.142857142857143,3.019607843137255,0.56,0.56,1.7142857142857142,1.6470588235294117,4
1067264186,1,0,0,52,58,98,92,1.1933333333333334,1.1933333333333334,3.4423076923076925,3.086206896551724,0.7733333333333333,0.7733333333333333,2.230769230769231,2,4
939201478,1,0,0,54,49,96,101,1.08,1.08,3,3.306122448979592,0.62,0.62,1.7222222222222223,1.8979591836734695,4
-1309230903,1,0,0,54,60,96,90,1.1266666666666667,1.1266666666666667,3.1296296296296298,2.816666666666667,0.76,0.76,2.111111111111111,1.9,4
-2141617384,1,0,0,55,52,95,98,1.1866666666666668,1.1866666666666668,3.2363636363636363,3.423076923076923,0.8066666666666666,0.8066666666666666,2.2,2.326923076923077,4
1052558944,1,0,0,53,49,97,101,1.02,1.02,2.8867924528301887,3.122448979591837,0.6733333333333333,0.6733333333333333,1.9056603773584906,2.061224489795918,4
-482699047,1,0,0,61,66,89,84,1.4466666666666668,1.4466666666666668,3.557377049180328,3.287878787878788,0.8466666666666667,0.8466666666666667,2.081967213114754,1.9242424242424243,4
-1244187507,1,0,0,48,52,102,98,0.9266666666666666,0.9266666666666666,2.8958333333333335,2.673076923076923,0.5466666666666666,0.5466666666666666,1.7083333333333333,1.5769230769230769,4
429920200,1,0,0,51,57,99,93,0.9733333333333334,0.9733333333333334,2.8627450980392157,2.56140350877193,0.6266666666666667,0.6266666666666667,1.8431372549019607,1.6491228070175439,4
677718006,1,0,0,49,59,101,91,0.98,0.98,3,2.4915254237288136,0.6466666666666666,0.6466666666666666,1.9795918367346939,1.6440677966101696,4
-967369999,1,0,0,65,57,85,93,1.1933333333333334,1.1933333333333334,2.753846153846154,3.1403508771929824,0.78,0.78,1.8,2.0526315789473686,4
-430426349,1,0,0,67,71,83,79,1.46,1.46,3.2686567164179103,3.084507042253521,0.94,0.94,2.1044776119402986,1.9859154929577465,4
-379428377,1,0,0,42,43,108,107,0.6,0.6,2.142857142857143,2.0930232558139537,0.4866666666666667,0.4866666666666667,1.7380952380952381,1.697674418604651,4
-1769580712,1,0,0,52,47,98,103,1.04,1.04,3,3.3191489361702127,0.58,0.58,1.6730769230769231,1.851063829787234,4
-1574114684,1,0,0,50,44,100,106,1.0533333333333332,1.0533333333333332,3.16,3.590909090909091,0.6133333333333333,0.6133333333333333,1.84,2.090909090909091,4
475672448,1,0,0,57,51,93,99,1.1533333333333333,1.1533333333333333,3.0350877192982457,3.392156862745098,0.7066666666666667,0.7066666666666667,1.8596491228070176,2.0784313725490198,4
1242874426,1,0,0,61,65,89,85,1.2066666666666668,1.2066666666666668,2.9672131147540983,2.7846153846153845,0.7733333333333333,0.7733333333333333,1.901639344262295,1.7846153846153847,4
561671032,1,0,0,52,62,98,88,0.9333333333333333,0.9333333333333333,2.6923076923076925,2.2580645161290325,0.7066666666666667,0.7066666666666667,2.0384615384615383,1.7096774193548387,4
249373237,1,0,0,46,51,104,99,0.94,0.94,3.0652173913043477,2.764705882352941,0.5333333333333333,0.5333333333333333,1.7391304347826086,1.5686274509803921,4
1504739451,1,0,0,54,58,96,92,1.1266666666666667,1.1266666666666667,3.1296296296296298,2.913793103448276,0.7466666666666667,0.7466666666666667,2.074074074074074,1.9310344827586208,4
-518539687,1,0,0,53,50,97,100,0.9733333333333334,0.9733333333333334,2.7547169811320753,2.92,0.6533333333333333,0.6533333333333333,1.849056603773585,1.96,4
-1576764121,1,0,0,49,54,101,96,0.9466666666666667,0.9466666666666667,2.8979591836734695,2.6296296296296298,0.6,0.6,1.836734693877551,1.6666666666666667,4
-1282473529,1,0,0,51,51,99,99,1.1,1.1,3.235294117647059,3.235294117647059,0.6333333333333333,0.6333333333333333,1.8627450980392157,1.8627450980392157,4
583593992,1,0,0,51,56,99,94,1.1266666666666667,1.1266666666666667,3.3137254901960786,3.017857142857143,0.7066666666666667,0.7066666666666667,2.0784313725490198,1.8928571428571428,4
1999700264,1,0,0,64,61,86,89,1.2,1.2,2.8125,2.9508196721311477,0.76,0.76,1.78125,1.8688524590163935,4
-1768602223,1,0,0,52,49,98,101,1.0733333333333333,1.0733333333333333,3.0961538461538463,3.2857142857142856,0.5933333333333334,0.5933333333333334,1.7115384615384615,1.816326530612245,4
210803571,1,0,0,55,62,95,88,1.3,1.3,3.5454545454545454,3.1451612903225805,0.7866666666666666,0.7866666666666666,2.1454545454545455,1.903225806451613,4
-50559963,1,0,0,59,61,91,89,1.2,1.2,3.0508474576271185,2.9508196721311477,0.72,0.72,1.8305084745762712,1.7704918032786885,4
-394321333,1,0,0,42,51,108,99,0.8866666666666667,0.8866666666666667,3.1666666666666665,2.607843137254902,0.5733333333333334,0.5733333333333334,2.0476190476190474,1.6862745098039216,4
152858581,1,0,0,53,57,97,93,1.0333333333333334,1.0333333333333334,2.9245283018867925,2.719298245614035,0.7466666666666667,0.7466666666666667,2.1132075471698113,1.9649122807017543,4
1317850236,1,0,0,50,51,100,99,1.1133333333333333,1.1133333333333333,3.34,3.2745098039215685,0.6666666666666666,0.6666666666666666,2,1.9607843137254901,4
911100379,1,0,0,59,62,91,88,1.18,1.18,3,2.8548387096774195,0.76,0.76,1.9322033898305084,1.8387096774193548,4
1870054785,1,0,0,46,41,104,109,0.8666666666666667,0.8666666666666667,2.8260869565217392,3.1707317073170733,0.58,0.58,1.891304347826087,2.1219512195121952,4
-135278258,1,0,0,56,48,94,102,1.1266666666666667,1.1266666666666667,3.017857142857143,3.5208333333333335,0.68,0.68,1.8214285714285714,2.125,4
-1258843724,1,0,0,52,54,98,96,1.1,1.1,3.173076923076923,3.0555555555555554,0.6533333333333333,0.6533333333333333,1.8846153846153846,1.8148148148148149,4
1176826177,1,0,0,57,58,93,92,0.9533333333333334,0.9533333333333334,2.508771929824561,2.4655172413793105,0.7266666666666667,0.7266666666666667,1.912280701754386,1.8793103448275863,4
-1611128090,1,0,0,57,57,93,93,1.1066666666666667,1.1066666666666667,2.912280701754386,2.912280701754386,0.6666666666666666,0.6666666666666666,1.7543859649122806,1.7543859649122806,4
-95071695,1,0,0,53,54,97,96,1.2266666666666666,1.2266666666666666,3.4716981132075473,3.4074074074074074,0.68,0.68,1.9245283018867925,1.8888888888888888,4
685821150,1,0,0,48,44,102,106,0.7133333333333334,0.7133333333333334,2.2291666666666665,2.4318181818181817,0.5266666666666666,0.5266666666666666,1.6458333333333333,1.7954545454545454,4
1018249042,1,0,0,61,62,89,88,1.32,1.32,3.2459016393442623,3.193548387096774,0.84,0.84,2.0655737704918034,2.032258064516129,4
1462963585,1,0,0,60,52,90,98,1.1533333333333333,1.1533333333333333,2.8833333333333333,3.326923076923077,0.7866666666666666,0.7866666666666666,1.9666666666666666,2.269230769230769,4
1912085938,1,0,0,54,50,96,100,1.1133333333333333,1.1133333333333333,3.0925925925925926,3.34,0.64,0.64,1.7777777777777777,1.92,4
-361339406,1,0,0,62,62,88,88,1.3533333333333333,1.3533333333333333,3.274193548387097,3.274193548387097,0.8266666666666667,0.8266666666666667,2,2,4
-1100617683,1,0,0,53,50,97,100,0.8933333333333333,0.8933333333333333,2.5283018867924527,2.68,0.6066666666666667,0.6066666666666667,1.7169811320754718,1.82,4
-294571936,1,0,0,45,52,105,98,0.9733333333333334,0.9733333333333334,3.2444444444444445,2.8076923076923075,0.5733333333333334,0.5733333333333334,1.9111111111111112,1.6538461538461537,4
474660934,1,0,0,55,55,95,95,1.0466666666666666,1.0466666666666666,2.8545454545454545,2.8545454545454545,0.6933333333333334,0.6933333333333334,1.8909090909090909,1.8909090909090909,4
1900728729,1,0,0,57,55,93,95,1.0866666666666667,1.0866666666666667,2.8596491228070176,2.963636363636364,0.72,0.72,1.894736842105263,1.9636363636363636,4
1428776947,1,0,0,58,57,92,93,1.1066666666666667,1.1066666666666667,2.8620689655172415,2.912280701754386,0.7333333333333333,0.7333333333333333,1.896551724137931,1.9298245614035088,4
-1106711408,1,0,0,56,57,94,93,1.3933333333333333,1.3933333333333333,3.732142857142857,3.6666666666666665,0.7666666666666667,0.7666666666666667,2.0535714285714284,2.017543859649123,4
2047691628,1,0,0,54,61,96,89,1.26,1.26,3.5,3.098360655737705,0.7333333333333333,0.7333333333333333,2.037037037037037,1.8032786885245902,4
204911478,1,0,0,48,42,102,108,0.88,0.88,2.75,3.142857142857143,0.49333333333333335,0.49333333333333335,1.5416666666666667,1.7619047619047619,4
