seed,diff_likelihood,diff_standard,homosexual,m_inpool,f_inpool,m_outpool,f_outpool,m_exp_all,f_exp_all,m_exp_ip,f_exp_ip,m_partner_all,f_partner_all,m_partner_ip,f_partner_ip,lt_likelihood
1419694383,1,1,0,79,133,71,17,6.293333333333333,6.293333333333333,11.949367088607595,7.097744360902255,3.7333333333333334,3.7333333333333334,7.0886075949367084,4.2105263157894735,0
-990357489,1,1,0,70,139,80,11,6.053333333333334,6.053333333333334,12.971428571428572,6.532374100719425,3.52,3.52,7.542857142857143,3.7985611510791366,0
-2070343764,1,1,0,68,131,82,19,5.413333333333333,5.413333333333333,11.941176470588236,6.198473282442748,3.066666666666667,3.066666666666667,6.764705882352941,3.5114503816793894,0
-1524917262,1,1,0,80,135,70,15,6.253333333333333,6.253333333333333,11.725,6.948148148148148,3.52,3.52,6.6,3.911111111111111,0
-1403781919,1,1,0,74,133,76,17,5.88,5.88,11.91891891891892,6.631578947368421,3.4133333333333336,3.4133333333333336,6.918918918918919,3.8496240601503757,0
1793374584,1,1,0,81,135,69,15,6.086666666666667,6.086666666666667,11.271604938271604,6.762962962962963,3.526666666666667,3.526666666666667,6.530864197530864,3.9185185185185185,0
1585088802,1,1,0,73,132,77,18,5.36,5.36,11.013698630136986,6.090909090909091,3.3466666666666667,3.3466666666666667,6.876712328767123,3.803030303030303,0
-1803038479,1,1,0,72,127,78,23,5.713333333333333,5.713333333333333,11.902777777777779,6.748031496062992,3.2266666666666666,3.2266666666666666,6.722222222222222,3.811023622047244,0
-1497496405,1,1,0,74,128,76,22,5.886666666666667,5.886666666666667,11.932432432432432,6.8984375,3.34,3.34,6.77027027027027,3.9140625,0
1644657071,1,1,0,77,134,73,16,6.34,6.34,12.35064935064935,7.097014925373134,3.6066666666666665,3.6066666666666665,7.025974025974026,4.037313432835821,0
-1129112977,1,1,0,65,129,85,21,5,5,11.538461538461538,5.813953488372093,2.8266666666666667,2.8266666666666667,6.523076923076923,3.2868217054263567,0
-1375234672,1,1,0,78,134,72,16,5.866666666666666,5.866666666666666,11.282051282051283,6.567164179104478,3.566666666666667,3.566666666666667,6.858974358974359,3.9925373134328357,0
1995415787,1,1,0,72,137,78,13,6.08,6.08,12.666666666666666,6.656934306569343,3.48,3.48,7.25,3.81021897810219,0
545576213,1,1,0,72,137,78,13,6.266666666666667,6.266666666666667,13.055555555555555,6.861313868613139,3.493333333333333,3.493333333333333,7.277777777777778,3.8248175182481754,0
1966951931,1,1,0,77,135,73,15,6.84,6.84,13.324675324675324,7.6,3.88,3.88,7.558441558441558,4.311111111111111,0
-778043940,1,1,0,65,133,85,17,5.246666666666667,5.246666666666667,12.107692307692307,5.917293233082707,2.9066666666666667,2.9066666666666667,6.707692307692308,3.2781954887218046,0
